nid;vid;type;language;title;uid;status;created;changed;comment;promote;sticky;tnid;translate;uuid;uri;title_en
3254;10527;dataset;el;Ανακοινώσεις Υπουργείου Ενέργειας, Εμπορίου, Βιομηχανίας και Τουρισμού (RSS);8;1;1519123463;1519123594;0;0;0;0;0;4b6c46c1-ccdc-4c37-99ec-36503317b4b2;https://data.gov.cy/api/dataset/node/3254;Announcements of the Ministry of Energy, Commerce, Industry and Tourism (RSS)
3251;10531;dataset;el;Ανακοινώσεις Τμήματος Γεωργίας (RSS);19;1;1519121810;1519125301;0;0;0;0;0;1c0a675b-ebba-4d1a-816b-0f6780bb6b3b;https://data.gov.cy/api/dataset/node/3251;Agriculture Department Announcements (RSS)
3249;10512;dataset;el;Ανακοινώσεις Υπουργείου Γεωργίας, Αγροτικής Ανάπτυξης και Περιβάλλοντος (RSS);19;1;1519121212;1519121312;0;0;0;0;0;136590f4-8b23-4bb8-8a46-4a0ecc3ec566;https://data.gov.cy/api/dataset/node/3249;Announcements of the Ministry of Agriculture, Rural Development and the Environment (RSS)
3248;10525;dataset;el;Ανακοινώσεις Τμήματος Περιβάλλοντος (RSS);8;1;1519121000;1519123065;0;0;0;0;0;9b0528a1-5c18-4358-b10e-0151fd4126f5;https://data.gov.cy/api/dataset/node/3248;Environmental Department Announcements (RSS)
3246;10509;dataset;el;Ανακοινώσεις Τμήματος Τελωνείων (RSS);19;1;1519120845;1519120948;0;0;0;0;0;59c02dab-3072-403d-b94e-a74a0a65a101;https://data.gov.cy/api/dataset/node/3246;Customs Department Announcements (RSS)
3244;12894;dataset;el;Ανακοινώσεις Στατιστικής Υπηρεσίας (RSS);19;1;1519120028;1528893255;0;0;0;0;0;d2bb6487-4d95-49fc-99a6-e7dc1f7b7019;https://data.gov.cy/api/dataset/node/3244;Announcements of the Statistical Service (RSS)
3241;13360;dataset;el;Ανακοινώσεις Γραφείου Τύπου και Πληροφοριών (RSS);19;1;1519119661;1530166501;0;0;0;0;0;13518495-b4fe-425c-a459-71df6c587997;https://data.gov.cy/api/dataset/node/3241;Press and Information Office Announcements (RSS)
3239;10498;dataset;el;Ανακοινώσεις Τμήματος Φορολογίας (RSS);19;1;1519114660;1519118101;0;0;0;0;0;1b3d1ad8-4827-4cf0-9693-ebde3678548c;https://data.gov.cy/api/dataset/node/3239;Tax Department Announcements (RSS)
3236;10493;dataset;el;Κατάλογος Εκθέσεων Γενικού Ελεγκτή της Δημοκρατίας για Ημικρατικούς Οργανισμούς;19;1;1519110220;1519110901;0;0;0;0;0;d14bd92b-b93c-481a-b2e2-7d70f7081885;https://data.gov.cy/api/dataset/node/3236;"List of General Auditor&#39;s Reports of the Republic for Semi-Stat Organizations"
3228;10470;dataset;el;Προϋπολογισμός 2018 και Μεσοπρόθεσμο Δημοσιονομικό Πλαίσιο 2018-20;19;1;1518597955;1518599701;0;0;0;0;0;b52dc280-d7a1-4c64-8810-edc900a75ddc;https://data.gov.cy/api/dataset/node/3228;Budget 2018 and Medium-term Financial Framework 2018-20
3226;10454;dataset;el;Κατάλογος Ακτοπλοϊκών Επιβατηγών Σκαφών με Έγκυρο Πιστοποιητικό Ασφαλείας;19;1;1518596959;1518597130;0;0;0;0;0;f868ae61-7f7b-4f06-abdf-e461c30bbb64;https://data.gov.cy/api/dataset/node/3226;List of Passenger Boats with Validated Safety Certificate
3223;10466;dataset;el;Αναγνωρισμένοι Οργανισμοί Παροχής Προστασίας Πλοίων;19;1;1518596341;1518599701;0;0;0;0;0;e817bdcd-8053-4ef0-9c54-1d870dfe86d9;https://data.gov.cy/api/dataset/node/3223;Recognized Ships Protection Organizations
3219;10435;dataset;el;Κατάλογος Νηογνωμόνων Αναγνωρισμένων από την Κυπριακή Δημοκρατία;19;1;1518594427;1518594681;0;0;0;0;0;3cfdffb0-1502-497f-9d94-7770866aad63;https://data.gov.cy/api/dataset/node/3219;List of Classifieds recognized by the Republic of Cyprus
3216;10446;dataset;el;Στοιχεία Επικοινωνίας Υπευθύνων Ασφαλείας Λιμενικών Εγκαταστάσεων;19;1;1518592815;1518596101;0;0;0;0;0;69922e4f-5d09-499f-a8fe-82e2de8828a0;https://data.gov.cy/api/dataset/node/3216;Port Facility Security Officer Contact Details
3213;13798;dataset;el;Κατάλογος των Λιμενικών Εγκαταστάσεων με Έγκυρη Δήλωση Συμμόρφωσης;19;1;1518590265;1531221301;0;0;0;0;0;f00ef57f-2de8-4c9e-b068-c3762b55126d;https://data.gov.cy/api/dataset/node/3213;List of Port Facilities with Valid Declaration of Conformity
3211;10408;dataset;el;Πλοία Εγγεγραμμένα στον Κυπριακό Στόλο (ανά ηλικία και μέγεθος);19;1;1518528170;1518528349;0;0;0;0;0;72cf060b-8074-4201-968f-d1e372f3cd13;https://data.gov.cy/api/dataset/node/3211;Ships Registered in Cyprus Fleet (by age and size)
3209;10415;dataset;el;Πλοία Εγγεγραμμένα στον Κυπριακό Στόλο (ανά είδος πλοίου);19;1;1518526182;1518531301;0;0;0;0;0;22e71bda-6e8f-4fab-87f4-79bd52784c3e;https://data.gov.cy/api/dataset/node/3209;Ships Registered in the Cyprus Fleet (by ship type)
3207;10389;dataset;el;Όρια Κάλυψης Αστυνομικών Σταθμών;19;1;1518522649;1518522747;0;0;0;0;0;8fa958e6-a687-4771-8080-d306a10dc098;https://data.gov.cy/api/dataset/node/3207;Police Station Coverage Limits
3205;10386;dataset;el;Τοποθεσίες Αστυνομικών Σταθμών στην Κύπρο   ;19;1;1518522292;1518522556;0;0;0;0;0;b6915009-5050-4f82-a4b4-6645958b9744;https://data.gov.cy/api/dataset/node/3205;Police station locations in Cyprus
3203;10381;dataset;el;Απαγορευμένες Περιοχές Κυνηγίου;19;1;1518521743;1518521914;0;0;0;0;0;8ecef64b-03f4-4ba4-a43b-4a1779f6334b;https://data.gov.cy/api/dataset/node/3203;Prohibited Hunting Regions
3201;12857;dataset;el;Μόνιμα Απαγορευμένες Περιοχές Κυνηγίου;19;1;1518521433;1528287077;0;0;0;0;0;48c3540a-b873-47d1-acb4-062693c91c38;https://data.gov.cy/api/dataset/node/3201;Permanently Forbidden Hunting Areas
3199;10343;dataset;el;Κατάλογος Εκδόσεων Κυπριακής Ακαδημίας Δημόσιας Διοίκησης;19;1;1518503660;1518503747;0;0;0;0;0;923c58bc-ab65-479a-83b6-31c7c1b12e70;https://data.gov.cy/api/dataset/node/3199;List of Publications of the Cyprus Academy of Public Administration
3190;10338;dataset;el;Σύστημα Ταξινόμησης Δήμων, Κοινοτήτων και Ενοριών της Κύπρου (GEOCODES);19;1;1518439971;1518441301;0;0;0;0;0;d27ed1b3-a3e5-4b7d-b1df-f5e1a7a322c0;https://data.gov.cy/api/dataset/node/3190;Classification System of Municipalities, Communities and Parishes in Cyprus (GEOCODES)
3188;10329;dataset;el;Στατιστικοί Κωδικοί Δήμων και Κοινοτήτων της Κύπρου (LAU2);19;1;1518438678;1518441301;0;0;0;0;0;ba475400-c9c8-420e-957c-1960d53d3dab;https://data.gov.cy/api/dataset/node/3188;Statistical Codes of Municipalities and Communities of Cyprus (LAU2)
3184;10350;dataset;el;Κατάλογος Εγγεγραμμένων Φαρμάκων;19;1;1518173172;1518506474;0;0;0;0;0;5e76ec33-5761-4400-80d5-3fdc6daf2a02;https://data.gov.cy/api/dataset/node/3184;List of Registered Medicines
3182;15344;dataset;el;Συνταγολόγιο Κρατικών Νοσηλευτηρίων;19;1;1518172785;1536564655;0;0;0;0;0;abe199fe-b455-4aed-97ed-0f88628c7a16;https://data.gov.cy/api/dataset/node/3182;Constitution of State Hospitals
3175;15375;dataset;el;Κατάλογος Διημερευόντων Φαρμακείων;19;1;1518170418;1536570901;0;0;0;0;0;f2d5af02-94bc-4872-bf7c-227394a0355f;https://data.gov.cy/api/dataset/node/3175;List of Drug Stores
3172;10353;dataset;el;Κατάλογος Εγγεγραμμένων Ειδικευμένων Προσώπων σύμφωνα με το άρθρο 42 των περι Φαρμάκων Ανθρώπινης Χρήσης (Έλεγχος Ποιότητας, Προμήθειας Και Τιμών) Νόμου;19;1;1518164906;1518506690;0;0;0;0;0;81aa1cf0-a6c1-436e-ba10-e7d90a31170d;https://data.gov.cy/api/dataset/node/3172;List of Registered Qualified Individuals in accordance with Article 42 of the Human Medicinal Products (Quality, Procurement and Pricing) Law
3169;15346;dataset;el;Κατάλογος Ιδιωτικών Φαρμακείων;19;1;1518164087;1536565175;0;0;0;0;0;65e90161-569a-467a-83ad-751bf00b95df;https://data.gov.cy/api/dataset/node/3169;List of Private Pharmacies
3166;10351;dataset;el;Μητρώο Εγγεγραμμένων Πρακτόρων Φαρμακευτικών Προϊόντων;19;1;1518163233;1518506540;0;0;0;0;0;0ad379cc-3ba5-4d4e-992a-a42bd5e6bda4;https://data.gov.cy/api/dataset/node/3166;Register of Registered Agents of Pharmaceutical Products
3163;10240;dataset;el;Μητρώο Κατόχων Άδειας Χονδρικής Πώλησης Φαρμακευτικών Προϊόντων;19;1;1518161751;1518161961;0;0;0;0;0;a729697d-adc3-42a8-bb12-dd2ac086f30b;https://data.gov.cy/api/dataset/node/3163;Register of Holders of Wholesale Sale of Pharmaceuticals
3160;15358;dataset;el;Τιμοκατάλογος Φαρμακευτικών Προϊόντων;19;1;1518161085;1536566674;0;0;0;0;0;cb31030c-7ccb-4782-a56f-5b953ee8d5a2;https://data.gov.cy/api/dataset/node/3160;Pricelist of Pharmaceutical Products
3158;10348;dataset;el;Εκπαιδευτικά Προγράμματα Κυπριακής Ακαδημίας Δημόσιας Διοίκησης;19;1;1518158672;1518506101;0;0;0;0;0;48f28307-6f73-44c8-8810-561f08dd2278;https://data.gov.cy/api/dataset/node/3158;Educational Programs of the Cyprus Academy of Public Administration
3152;10196;dataset;el;Δημόσιες Αργίες για Μουσεία, Μνημεία και Αρχαιολογικούς Χώρους;8;1;1518093868;1536666159;0;0;0;0;0;332d426b-cdde-4e60-9836-647983bd24ec;https://data.gov.cy/api/dataset/node/3152;Public Holidays for Museums, Monuments and Archaeological Sites
3150;10208;dataset;el;Τέλη μουσείων, μνημειών και αρχαιολογικών χώρων ;8;1;1518093378;1518095701;0;0;0;0;0;08395f87-3046-4ddd-bdb3-ccc1c3353b2f;https://data.gov.cy/api/dataset/node/3150;Fees for museums, monuments and archaeological sites
3147;10165;dataset;el;Επίσημα Αποτελέσματα Προεδρικών Εκλογών 2018 (Β΄Γύρος);19;1;1518090764;1518090849;0;0;0;0;0;9c5f183d-548e-45d4-8385-323677a03fee;https://data.gov.cy/api/dataset/node/3147;Official Results of the Presidential Election 2018 (Wyros)
3146;15493;dataset;el;Μουσεία στην Κύπρο (υπό τη δικαιοδοσία του Τμήματος Αρχαιοτήτων);8;1;1518090732;1536668013;0;0;0;0;0;455696a5-2a49-4d78-9902-dfca692edf04;https://data.gov.cy/api/dataset/node/3146;Museums in Cyprus (under the jurisdiction of the Department of Antiquities)
3144;10179;dataset;el;Επίσημα Αποτελέσματα Προεδρικών Εκλογών 2018 (Α΄Γύρος);19;1;1518090486;1518092101;0;0;0;0;0;211013ef-1d30-4435-9024-213e3a1bdebc;https://data.gov.cy/api/dataset/node/3144;Official Results of the Presidential Election 2018 (Agiros)
3142;10153;dataset;el;Επισκέψιμα Αρχαία Μνημεία της Κύπρου;8;1;1518089886;1518090170;0;0;0;0;0;8c83a7e2-e5e2-42a8-a92c-6beeeaa8be2f;https://data.gov.cy/api/dataset/node/3142;Visitable Ancient Monuments of Cyprus
3140;10183;dataset;el;Επισκέψιμοι Αρχαιολογικοί Χώροι στην Κύπρο;8;1;1518087906;1536665839;0;0;0;0;0;3d6582df-11bb-4610-83a7-d2289653ee46;https://data.gov.cy/api/dataset/node/3140;Visiting Archaeological Sites in Cyprus
3138;10134;dataset;el;Προϋπολογισμός 2016 και Μεσοπρόθεσμο Δημοσιονομικό Πλαίσιο 2016-18;19;1;1518083966;1518084901;0;0;0;0;0;b73c7fa4-2d37-4187-8128-bedbee96c0c4;https://data.gov.cy/api/dataset/node/3138;Budget 2016 and Medium-term Financial Framework 2016-18
3133;15503;dataset;el;Ξένες Αρχαιολογικές αποστολές στην Κύπρο;8;1;1518081689;1536666326;0;0;0;0;0;ece3b177-3e57-45b6-a254-58ad7d722c38;https://data.gov.cy/api/dataset/node/3133;Foreign Archaeological Missions in Cyprus
3132;10133;dataset;el;Προϋπολογισμός 2017 και Μεσοπρόθεσμο Δημοσιονομικό Πλαίσιο 2017-19;19;1;1518081641;1518084901;0;0;0;0;0;6b877ff2-6354-47b5-8bdc-c70189c3b9d0;https://data.gov.cy/api/dataset/node/3132;Budget 2017 and Medium-term Financial Framework 2017-19
3130;10115;dataset;el;Κατάλογος ΕυρωπαϊκώνΑσφαλιστικών/Αντασφαλιστικών Επιχειρήσεων με έδρα σε Κράτος Μέλος της Ε.Ε. ή του Ε.Ο.Χ οι οποίες δραστηριοποιούνται στην Κύπρο υπό καθεστώς ελεύθερης παροχής υπηρεσιών (FOS).;19;1;1518079708;1518081301;0;0;0;0;0;a1eab401-c61b-41dd-a229-3c81c9acda38;https://data.gov.cy/api/dataset/node/3130;List of European Insurance / Reinsurance Companies based in a Member State of the EU or EOX operating in Cyprus under the freedom to provide services (FOS).
3127;10110;dataset;el;Κατάλογος Ευρωπαϊκών Ασφαλιστικών/Αντασφαλιστικών Επιχειρήσεων με έδρα σε Κράτος Μέλος της Ε.Ε. ή του Ε.Ο.Χ οι οποίες δραστηριοποιούνται στην Κύπρο υπό καθεστώς ελεύθερης εγκατάστασης (FOE).;19;1;1518079440;1518081301;0;0;0;0;0;e3f11eff-0ba6-4c4b-9932-33a48f6abbec;https://data.gov.cy/api/dataset/node/3127;List of European Insurance / Reinsurance Companies based in a Member State of the EU or EOX operating in Cyprus under a Freedom of Establishment (FOE).
3123;10106;dataset;el;Ασφαλιστικές/Αντασφαλιστικές Επιχειρήσεις οι οποίες δραστηριοποιούνται στην ή από την Κύπρο και είναι αδειούχες με βάση το άρθρο 350 των περί Ασφαλιστικών και Αντασφαλιστικών Εργασιών και Άλλων Συναφών Θεμάτων Νόμων του 2016-2017;19;1;1518079135;1518081301;0;0;0;0;0;a0531a55-72c8-4ab4-ab90-b697382fbf5d;https://data.gov.cy/api/dataset/node/3123;Insurance / Reinsurance Undertakings operating in or from Cyprus and licensed under Article 350 of the Insurance, Reinsurance and Other Related Matters Laws of 2016-2017
3120;15538;dataset;el;Ελεγχόμενες περιοχές από το Τμήμα Αρχαιοτήτων;8;1;1518078826;1536682897;0;0;0;0;0;a8bd3b29-72d8-4680-b672-893cb60cf7bd;https://data.gov.cy/api/dataset/node/3120;Controlled areas by the Department of Antiquities
3119;10101;dataset;el;Κατάλογος Ασφαλιστικών/Αντασφαλιστικών Επιχειρήσεων οι οποίες δραστηριοποιούνται στην ή από την Κύπρο και είναι αδειούχες με βάση το άρθρο 14 των περί Ασφαλιστικών και Αντασφαλιστικών Εργασιών και Άλλων Συναφών Θεμάτων Νόμων του 2016-2017;19;1;1518078729;1518081301;0;0;0;0;0;2823f6e2-469e-44b7-a186-77fa7c52edc4;https://data.gov.cy/api/dataset/node/3119;List of Insurance / Reinsurance Companies operating in or from Cyprus and licensed under Article 14 of the Insurance, Reinsurance and Other Related Matters Laws of 2016-2017
3117;15537;dataset;el;Ανασκαφές που διενεργήθηκαν στην Κύπρο από το Τμήμα Αρχαιοτήτων και από ξένες αρχαιολογικές αποστολές;8;1;1518077747;1536682863;0;0;0;0;0;82d55657-158a-4963-8d01-84b334cd133a;https://data.gov.cy/api/dataset/node/3117;Excavations carried out in Cyprus by the Department of Antiquities and foreign archaeological missions
3115;13862;dataset;el;Παρατηρητήριο Αγοράς Εργασίας Υπουργείου Οικονομικών;19;1;1518074200;1531376450;0;0;0;0;0;810babec-3a0c-49ca-80e2-948abf36001b;https://data.gov.cy/api/dataset/node/3115;Labor Market Observatory of the Ministry of Finance
3113;15104;dataset;el;Επιτόκια σε Κύπρο και Ευρωζώνη;19;1;1518004121;1536149354;0;0;0;0;0;59e9dfe2-4c4e-4f6c-865c-fd6b6e83cd09;https://data.gov.cy/api/dataset/node/3113;Interest rates in Cyprus and the Eurozone
3111;15278;dataset;el;Παρατηρητήριο Τουρισμού Υπουργείου Οικονομικών;19;1;1518002924;1536562443;0;0;0;0;0;f866e750-0d5d-4994-b6a1-70cb3bfdae28;https://data.gov.cy/api/dataset/node/3111;Tourist Observatory of the Ministry of Finance
3109;15274;dataset;el;Έσοδα από Τουρισμό κατά Μήνα;19;1;1518002516;1536562508;0;0;0;0;0;6ba79677-d3cc-413c-a088-fafab7d8e535;https://data.gov.cy/api/dataset/node/3109;Revenues from Tourism by Month
3107;15290;dataset;el;Μέσες Δαπάνες Τουριστών Κατά Μήνα;19;1;1518002232;1536562482;0;0;0;0;0;fd360c2d-aa17-4a04-909e-6357e300cc96;https://data.gov.cy/api/dataset/node/3107;"Average Tourists&#39; Costs per Month"
3105;12725;dataset;el;Αφίξεις Τουριστών Κατά Κύρια Χώρα Διαμονής;19;1;1518001822;1526626829;0;0;0;0;0;1eb2c707-59ac-4ede-be16-d166b1aaa46b;https://data.gov.cy/api/dataset/node/3105;Arrivals of Tourists by Main Country of Residence
3103;14629;dataset;el;Αφίξεις στα Αεροδρόμια κατά Μήνα;19;1;1518001577;1535094980;0;0;0;0;0;2deb4436-b3e9-442b-b3cc-33f990f5f5a1;https://data.gov.cy/api/dataset/node/3103;Arrivals in Monthly Airports
3101;14428;dataset;el;Αφίξεις Τουριστών Κατά Μήνα;19;1;1518001223;1534933154;0;0;0;0;0;21209d16-cf81-404f-bb2c-d0de96442a84;https://data.gov.cy/api/dataset/node/3101;Arrivals of Tourists by Month
3098;14389;dataset;el;Κατάλογος Περιφεριακών Διευθύνσεων και Τοπικών Σταθμών Πολιτικής Άμυνας;19;1;1517993908;1534242885;0;0;0;0;0;0f40b5dc-e1bb-4b02-844c-34807286b205;https://data.gov.cy/api/dataset/node/3098;List of Regional Departments and Local Civil Defense Stations
3095;14390;dataset;el;Κατάλογος Γραφείων και Στοιχεία Επικοινωνίας Πολιτικής Άμυνας;19;1;1517986006;1534242972;0;0;0;0;0;64970ffa-7861-4e95-91e9-f84192fccf5e;https://data.gov.cy/api/dataset/node/3095;Office Directory and Civil Defense Contact Details
3091;9963;dataset;el;Στατιστικά Δημοσίων Συμβάσεων;19;1;1517920908;1517921106;0;0;0;0;0;02ee9ac4-6cfc-459f-93a7-e99b41a4a5ad;https://data.gov.cy/api/dataset/node/3091;Public Procurement Statistics
3084;9979;dataset;el;Διαγραφές Μη Εισπράξιμων Δημοσίων Χρημάτων, Υλικών και Αξιών;19;1;1517919230;1517922901;0;0;0;0;0;c837983a-5b1a-4e2b-b420-a4321a474166;https://data.gov.cy/api/dataset/node/3084;Deletions of Non-Receivable Public Money, Materials and Securities
3082;9953;dataset;el;Φυσικά και Νομικά Πρόσωπα που Έλαβαν Πέραν των 5 Χιλιάδων Ευρώ ανά Κονδύλι Δαπάνης της Κυβέρνησης;19;1;1517918507;1517919301;0;0;0;0;0;14091260-c1c6-4e45-ba73-40fe4750d42d;https://data.gov.cy/api/dataset/node/3082;Natural and Legal Entities Received More Than 5 Thousand Euros per Expenditure of the Government
3078;9952;dataset;el;Φυσικά και Νομικά Πρόσωπα που Έλαβαν από την Δημοκρατία Πέραν του 1 εκατ. Ευρώ;19;1;1517917258;1517919301;0;0;0;0;0;f10b700e-d452-4b8e-9e7a-133078a8856e;https://data.gov.cy/api/dataset/node/3078;Natural and Legal Entities Received by the Republic Over 1 million Euros
3072;13630;dataset;el;Κατάλογος Δημοσίων Συμβάσεων που Κατακυρώθηκαν;19;1;1517911317;1530771301;0;0;0;0;0;ea6208d5-3180-4c00-8f89-34e585e1408d;https://data.gov.cy/api/dataset/node/3072;List of Public Contracts Awarded
3067;9998;dataset;el;Δημοσιονομική Έκθεση 2016;19;1;1517907388;1517987701;0;0;0;0;0;bc90b945-598a-4263-8581-e88fb0999b77;https://data.gov.cy/api/dataset/node/3067;Financial Report 2016
3061;9997;dataset;el;Δημοσιονομική Έκθεση 2015;19;1;1517906995;1517987701;0;0;0;0;0;65e9ff61-d990-4dd1-9440-0d04e2148162;https://data.gov.cy/api/dataset/node/3061;Financial Report 2015
3056;10012;dataset;el;Δημοσιονομική Έκθεση 2014;19;1;1517906519;1517998502;0;0;0;0;0;8e6fd81a-9983-493a-9e22-aa94437914e9;https://data.gov.cy/api/dataset/node/3056;Financial Report 2014
3051;9985;dataset;el;Δημοσιονομική Έκθεση 2013;19;1;1517905513;1517984101;0;0;0;0;0;05eea61e-6900-494b-b7d0-58c1d22b352c;https://data.gov.cy/api/dataset/node/3051;Financial Report 2013
3048;9862;dataset;el;Κατάλογος Εκδόσεων και Ενημερωτικών Οδηγών Τμήματος Εργασιακών Σχέσεων;19;1;1517833975;1517836501;0;0;0;0;0;a5e1296f-8e60-4d99-8a79-a947c9d31200;https://data.gov.cy/api/dataset/node/3048;List of Publications and Information Handbooks of the Department of Labor Relations
3046;9845;dataset;el;Κατάλογος Συντεχνιών;19;1;1517832511;1517832710;0;0;0;0;0;b212f9ca-f82a-4750-b244-f87aeb3d3c21;https://data.gov.cy/api/dataset/node/3046;List of Trade Unions
3043;14184;dataset;el;Στατιστικά Aπεργιών ανά Τομέα Οικονομική Δραστηριότητας;19;1;1517831773;1532938501;0;0;0;0;0;159e9445-93b6-4933-b275-6250e48dcf17;https://data.gov.cy/api/dataset/node/3043;Strike Statistics by Sector Economic Activity
3041;9835;dataset;el;Στατιστικά Επιθεωρήσεων Μεικτών Κλιμακίων;19;1;1517831531;1517831650;0;0;0;0;0;c1ab7f12-7874-44b0-a35b-b68af0c2de45;https://data.gov.cy/api/dataset/node/3041;Mixed Stage Inspection Statistics
3039;14150;dataset;el;Στατιστικά Εργατικών Διαφορών - Απεργιών;19;1;1517831241;1532517301;0;0;0;0;0;5822d8aa-3b25-4c6d-85c6-69e721eb1918;https://data.gov.cy/api/dataset/node/3039;Labor Disputes - Strikes
3037;14130;dataset;el;Στατιστικά Ποινικών Διώξεων Εργοδοτών για Παραβιάσεις της Εργαστικής Νομοθεσίας;19;1;1517830853;1532430901;0;0;0;0;0;d53a65a7-dca1-4963-916f-fcc09ed8d906;https://data.gov.cy/api/dataset/node/3037;Statistics of Criminal Offenses for Employers for Violations of Labor Legislation
3034;9856;dataset;el;Ετήσιες Στατιστικές Παραγωγικότητας Εργασίας;19;1;1517829465;1517832901;0;0;0;0;0;56434da9-4223-4d26-871d-93d9d15654d6;https://data.gov.cy/api/dataset/node/3034;Annual Productivity Statistics
3032;9817;dataset;el;Κατάλογος Εκδόσεων Γραφείου Επιτρόπου Διοικήσεως και Ανθρωπίνων Δικαιωμάτων;8;1;1517828249;1517829301;0;0;0;0;0;94c68932-64cc-4587-8b32-88888af66e7d;https://data.gov.cy/api/dataset/node/3032;List of Publications Office of the Commissioner for Human Rights and Administration
3030;9807;dataset;el;Στατιστικά Στοιχεία Κλάδου Εταιρειών (εκδοση αντιγράφων, έρευνες, καταχώρηση εκθέσεων και εγγράφων);19;1;1517824633;1517825305;0;0;0;0;0;18ec54fe-4e9f-445a-9140-053d801e63cf;https://data.gov.cy/api/dataset/node/3030;Company Statistics (copy, survey, reporting and documents)
3028;14281;dataset;el;Διεθνείς Αιτήσεις για Εμπορικά Σήματα με Βάση το Σύστημα της Μαδρίτης;19;1;1517824185;1533708901;0;0;0;0;0;f1b3fb6d-abec-44cb-a1ee-3d8bfab18a71;https://data.gov.cy/api/dataset/node/3028;Madrid International Trade Marks Applications
3026;9794;dataset;el;Αιτήσεις για Εμπορικά Σήματα;19;1;1517823922;1517824004;0;0;0;0;0;843bad9a-68e0-4c1d-8133-bf293b9c7854;https://data.gov.cy/api/dataset/node/3026;Trademark Applications
3024;13792;dataset;el;Διπλώματα Ευρεσιτεχνίας - Στατιστικά Στοιχεία;19;1;1517823688;1531142101;0;0;0;0;0;6a31667b-0728-48b5-a1ab-8566eaa91e6d;https://data.gov.cy/api/dataset/node/3024;Patents - Statistics
3022;9812;dataset;el;Εγγραφές Εμπορικών Επωνυμιών και Συνεταιρισμών;19;1;1517822934;1517825701;0;0;0;0;0;e8677ee2-4283-45c5-8397-3e5c34ed1d4c;https://data.gov.cy/api/dataset/node/3022;Registrations of Commercial Names and Cooperatives
3020;9778;dataset;el;Εγγραφές Αλλοδαπών Εταιρειών στην Κύπρο;19;1;1517821495;1517821648;0;0;0;0;0;d6cd542a-db3c-4502-807f-ce38c8a12e58;https://data.gov.cy/api/dataset/node/3020;Registration of Foreign Companies in Cyprus
3018;13780;dataset;el;Εγγραφές Εταιρειών στην Κύπρο;19;1;1517821051;1531138501;0;0;0;0;0;3fe1cabc-9fc4-469f-b2c4-c93fc7d8110b;https://data.gov.cy/api/dataset/node/3018;Company Registration in Cyprus
3014;9784;dataset;el;Κατάλογος Εκδόσεων Τμήματος Αλιείας και Θαλάσσιων Ερευνών.;19;1;1517818542;1517822101;0;0;0;0;0;a4ec0aba-ed6e-4de1-b733-1e502dfd43c1;https://data.gov.cy/api/dataset/node/3014;List of Publications of the Department of Fisheries and Marine Research.
3011;9761;dataset;el;Απασχόληση στον Κυπριακό Τομέα Υδατοκαλλιέργειας;19;1;1517814814;1517818501;0;0;0;0;0;714a29f2-a8ff-4571-bd10-ac205fa1ed9c;https://data.gov.cy/api/dataset/node/3011;Employment in the Cyprus Aquaculture Sector
3008;9738;dataset;el;Παραγωγή και Αξία Κυπριακής Υδατοκαλλιέργειας (Γόνος);19;1;1517814458;1517814587;0;0;0;0;0;33156f38-6521-4ca8-b032-4a648dc2cdcb;https://data.gov.cy/api/dataset/node/3008;Production and Value of Cyprus Aquaculture (Fodder)
3005;9734;dataset;el;Παραγωγή και Αξία Κυπριακής Υδατοκαλλιέργειας (Επιτραπέζιο Μέγεθος);19;1;1517814153;1517814388;0;0;0;0;0;012df0f9-12fb-4f1d-ad6e-5063ff40083f;https://data.gov.cy/api/dataset/node/3005;Production and Value of Cyprus Aquaculture (Table Size)
3003;14391;dataset;el;Κατάλογος και Συντεταγμένες Αλιευτικών Καταφυγίων της Κύπρου;19;1;1517813622;1534243014;0;0;0;0;0;8d0b8642-c3f6-4cd2-9b3f-4826bf90e969;https://data.gov.cy/api/dataset/node/3003;List and Coordinates of Cyprus Fisheries Refuges
3001;12949;dataset;el;Επιστήμη και Τεχνολογία (Στατιστική Επετηρίδα);19;1;1517571211;1529040914;0;0;0;0;0;26ed079b-b1a3-40e7-a6e7-f241152c1607;https://data.gov.cy/api/dataset/node/3001;Science and Technology (Statistical Yearbook)
2999;9714;dataset;el;Ενέργεια και Περιβάλλον  (Στατιστική Επετηρίδα);19;1;1517570724;1517570951;0;0;0;0;0;6f165082-001c-446d-9222-2285790fccd5;https://data.gov.cy/api/dataset/node/2999;Energy and Environment (Statistical Yearbook)
2997;12914;dataset;el;Υπηρεσίες (Στατιστική Επετηρίδα);19;1;1517570153;1528966279;0;0;0;0;0;d33a8dbf-0c3f-4a31-8da4-7eebda26645d;https://data.gov.cy/api/dataset/node/2997;Services (Statistical Yearbook)
2995;12948;dataset;el;Βιομηχανία και Κατασκευές (Στατιστική Επετηρίδα);19;1;1517569711;1529040842;0;0;0;0;0;8984e50a-f91f-49b1-bc7b-ef3c588abf62;https://data.gov.cy/api/dataset/node/2995;Industry and Construction (Statistical Yearbook)
2993;12947;dataset;el;Γεωργία (Στατιστική Επετηρίδα);19;1;1517569284;1528980381;0;0;0;0;0;528c9e14-21c8-4dbe-9f1f-bbec4e418377;https://data.gov.cy/api/dataset/node/2993;Agriculture (Statistical Yearbook)
